UID,composite_ID,test,congruence,theta,se_theta,Age,Age_c,TSVR_hours,recip_TSVR,log_TSVR
A068,A068_4,4,Common,-0.6880742,0.1962873223365104,49.0,4.43,155.59,0.0063861038380484065,5.053630924557352
A069,A069_1,1,Common,-0.8337596,0.1962873223365104,46.0,1.4299999999999997,1.0,0.5,0.6931471805599453
A069,A069_2,2,Common,-1.1064484,0.1962873223365104,46.0,1.4299999999999997,24.96,0.03852080123266564,3.2565568918358894
A069,A069_3,3,Common,0.24429336,0.1962873223365104,46.0,1.4299999999999997,79.75,0.01238390092879257,4.391357962102766
A069,A069_4,4,Common,-0.91262,0.1962873223365104,46.0,1.4299999999999997,140.22,0.00708114997875655,4.950318958088201
A070,A070_1,1,Common,0.56656337,0.1962873223365104,52.0,7.43,1.0,0.5,0.6931471805599453
A070,A070_2,2,Common,0.67100656,0.1962873223365104,52.0,7.43,24.25,0.039603960396039604,3.228826155721369
A070,A070_3,3,Common,-0.3166986,0.1962873223365104,52.0,7.43,81.92,0.012059816690786299,4.417876287567579
A070,A070_4,4,Common,-0.90343934,0.1962873223365104,52.0,7.43,149.2,0.006657789613848203,5.011967739330034
A071,A071_1,1,Common,0.70789874,0.1962873223365104,50.0,5.43,1.0,0.5,0.6931471805599453
A071,A071_2,2,Common,0.873699,0.1962873223365104,50.0,5.43,30.92,0.03132832080200501,3.463232772581608
A071,A071_3,3,Common,0.14909524,0.1962873223365104,50.0,5.43,79.96,0.012351778656126484,4.3939552055391555
A071,A071_4,4,Common,0.23359789,0.1962873223365104,50.0,5.43,153.27,0.006482141699617553,5.038704314023848
A072,A072_1,1,Common,0.87721634,0.1962873223365104,50.0,5.43,1.0,0.5,0.6931471805599453
A072,A072_2,2,Common,1.1064863,0.1962873223365104,50.0,5.43,33.76,0.028768699654775607,3.548467300397191
A072,A072_3,3,Common,-0.6392919,0.1962873223365104,50.0,5.43,83.54,0.011828720132481665,4.437224795138644
A072,A072_4,4,Common,0.11632397,0.1962873223365104,50.0,5.43,154.89,0.0064147796523189434,5.04915063032459
A073,A073_1,1,Common,0.54635656,0.1962873223365104,51.0,6.43,1.0,0.5,0.6931471805599453
A073,A073_2,2,Common,0.29271653,0.1962873223365104,51.0,6.43,66.66,0.014779781259237365,4.214495163352562
A073,A073_3,3,Common,0.8597459,0.1962873223365104,51.0,6.43,66.9,0.014727540500736375,4.21803603456465
A073,A073_4,4,Common,1.1421618,0.1962873223365104,51.0,6.43,140.12,0.007086167800453514,4.949610592258481
A074,A074_1,1,Common,1.0982429,0.1962873223365104,53.0,8.43,1.0,0.5,0.6931471805599453
A074,A074_2,2,Common,-0.03720683,0.1962873223365104,53.0,8.43,29.33,0.032970656116056714,3.41213732170049
A074,A074_3,3,Common,-1.5277796,0.1962873223365104,53.0,8.43,73.02,0.013509862199405566,4.30433532695801
A074,A074_4,4,Common,-1.2861127,0.1962873223365104,53.0,8.43,147.21,0.006747183051076176,4.998630186968824
A075,A075_1,1,Common,0.6850163,0.1962873223365104,53.0,8.43,1.0,0.5,0.6931471805599453
A075,A075_2,2,Common,0.12656468,0.1962873223365104,53.0,8.43,28.68,0.03369272237196765,3.39047341829918
A075,A075_3,3,Common,-0.48466563,0.1962873223365104,53.0,8.43,71.37,0.01381788033715628,4.281791848878036
A075,A075_4,4,Common,-0.8273441,0.1962873223365104,53.0,8.43,244.53,0.004072822058404269,5.5034191393614815
A076,A076_1,1,Common,0.4877052,0.1962873223365104,54.0,9.43,1.0,0.5,0.6931471805599453
A076,A076_2,2,Common,-1.0494858,0.1962873223365104,54.0,9.43,27.3,0.0353356890459364,3.342861804649192
A076,A076_3,3,Common,-1.029358,0.1962873223365104,54.0,9.43,74.88,0.013178703215603585,4.3291531450668135
A076,A076_4,4,Common,-1.714471,0.1962873223365104,54.0,9.43,149.28,0.006654245408570668,5.0125002207057685
A077,A077_1,1,Common,1.1772299,0.1962873223365104,52.0,7.43,1.0,0.5,0.6931471805599453
A077,A077_2,2,Common,-0.79948527,0.1962873223365104,52.0,7.43,53.88,0.01822157434402332,4.00514898341763
A077,A077_3,3,Common,0.18209952,0.1962873223365104,52.0,7.43,78.36,0.012600806451612904,4.373994462976618
A077,A077_4,4,Common,-0.8510503,0.1962873223365104,52.0,7.43,149.75,0.006633499170812604,5.015622835607295
A078,A078_1,1,Common,-1.0481057,0.1962873223365104,50.0,5.43,1.0,0.5,0.6931471805599453
A078,A078_2,2,Common,-0.51313215,0.1962873223365104,50.0,5.43,26.17,0.0368052999631947,3.3021134234382563
A078,A078_3,3,Common,-0.97640496,0.1962873223365104,50.0,5.43,72.3,0.013642564802182811,4.294560608892605
A078,A078_4,4,Common,-1.0365397,0.1962873223365104,50.0,5.43,140.08,0.007088176920895945,4.949327105367852
A079,A079_1,1,Common,-0.6625905,0.1962873223365104,50.0,5.43,1.0,0.5,0.6931471805599453
A079,A079_2,2,Common,0.35112518,0.1962873223365104,50.0,5.43,26.11,0.03688675765400221,3.299902663510574
A079,A079_3,3,Common,-1.1069062,0.1962873223365104,50.0,5.43,74.0,0.013333333333333334,4.31748811353631
A079,A079_4,4,Common,-0.49610496,0.1962873223365104,50.0,5.43,194.42,0.005117183502200389,5.275151088516197
A080,A080_1,1,Common,0.33154324,0.1962873223365104,56.0,11.43,1.0,0.5,0.6931471805599453
A080,A080_2,2,Common,0.82862,0.1962873223365104,56.0,11.43,29.03,0.0333000333000333,3.402196881995239
A080,A080_3,3,Common,-0.1077804,0.1962873223365104,56.0,11.43,72.87,0.013537295248409367,4.302306791540646
A080,A080_4,4,Common,0.41689837,0.1962873223365104,56.0,11.43,145.77,0.006813381481229133,4.988866735623107
A081,A081_1,1,Common,0.00010118604,0.1962873223365104,55.0,10.43,1.0,0.5,0.6931471805599453
A081,A081_2,2,Common,-0.7071566,0.1962873223365104,55.0,10.43,31.39,0.030873726458783574,3.477849733183238
A081,A081_3,3,Common,0.545228,0.1962873223365104,55.0,10.43,80.13,0.01232589670898558,4.396052806406973
A081,A081_4,4,Common,-0.08591507,0.1962873223365104,55.0,10.43,154.53,0.006429627724554748,5.046838639056468
A082,A082_1,1,Common,-0.4003049,0.1962873223365104,58.0,13.43,1.0,0.5,0.6931471805599453
A082,A082_2,2,Common,0.8779047,0.1962873223365104,58.0,13.43,27.97,0.03451846738004833,3.366260811781259
A082,A082_3,3,Common,0.6359619,0.1962873223365104,58.0,13.43,75.71,0.01303611002476861,4.3400320779712045
A082,A082_4,4,Common,-0.3586941,0.1962873223365104,58.0,13.43,170.25,0.00583941605839416,5.143124477142335
A083,A083_1,1,Common,1.3698004,0.1962873223365104,58.0,13.43,1.0,0.5,0.6931471805599453
A083,A083_2,2,Common,0.124128915,0.1962873223365104,58.0,13.43,25.15,0.03824091778202677,3.263849190510932
A083,A083_3,3,Common,-0.5477029,0.1962873223365104,58.0,13.43,74.3,0.013280212483399735,4.321480134805848
A083,A083_4,4,Common,-0.37580958,0.1962873223365104,58.0,13.43,144.91,0.0068535398533342475,4.982989993275931
A084,A084_1,1,Common,0.9561993,0.1962873223365104,59.0,14.43,1.0,0.5,0.6931471805599453
A084,A084_2,2,Common,0.013109359,0.1962873223365104,59.0,14.43,27.25,0.035398230088495575,3.34109345759245
A084,A084_3,3,Common,0.44351754,0.1962873223365104,59.0,14.43,91.97,0.010756157900397977,4.532276860467767
A084,A084_4,4,Common,-0.88956237,0.1962873223365104,59.0,14.43,162.51,0.006115833893951441,5.096874150546495
A085,A085_1,1,Common,0.0077195168,0.1962873223365104,58.0,13.43,1.0,0.5,0.6931471805599453
A085,A085_2,2,Common,0.49905202,0.1962873223365104,58.0,13.43,24.51,0.03920031360250882,3.23907053215372
A085,A085_3,3,Common,0.48035803,0.1962873223365104,58.0,13.43,71.4,0.013812154696132596,4.282206299391671
A085,A085_4,4,Common,-0.238934,0.1962873223365104,58.0,13.43,170.65,0.005825808330905913,5.145457519903701
A086,A086_1,1,Common,0.6558563,0.1962873223365104,58.0,13.43,1.0,0.5,0.6931471805599453
A086,A086_2,2,Common,-0.6139667,0.1962873223365104,58.0,13.43,23.47,0.040866366979975484,3.19744787745458
A086,A086_3,3,Common,-0.9025494,0.1962873223365104,58.0,13.43,145.29,0.006835737234260716,4.985590952989995
A086,A086_4,4,Common,0.24756022,0.1962873223365104,58.0,13.43,169.55,0.005863383172090296,5.139028508864655
A087,A087_1,1,Common,0.3166234,0.1962873223365104,59.0,14.43,1.0,0.5,0.6931471805599453
A087,A087_2,2,Common,1.0431534,0.1962873223365104,59.0,14.43,31.07,0.031181789834736514,3.4679210137050633
A087,A087_3,3,Common,0.6456617,0.1962873223365104,59.0,14.43,72.8,0.013550135501355014,4.301358731606427
A087,A087_4,4,Common,0.8111409,0.1962873223365104,59.0,14.43,144.2,0.006887052341597796,4.978112102390695
A088,A088_1,1,Common,1.3131995,0.1962873223365104,56.0,11.43,1.0,0.5,0.6931471805599453
A088,A088_2,2,Common,1.6465031,0.1962873223365104,56.0,11.43,24.25,0.039603960396039604,3.228826155721369
A088,A088_3,3,Common,1.5184398,0.1962873223365104,56.0,11.43,74.91,0.013173494928204453,4.3295484280286765
A088,A088_4,4,Common,2.0324988,0.1962873223365104,56.0,11.43,149.93,0.006625588020936858,5.016816153171337
A089,A089_1,1,Common,1.0534189,0.1962873223365104,56.0,11.43,1.0,0.5,0.6931471805599453
A089,A089_2,2,Common,1.2110171,0.1962873223365104,56.0,11.43,32.14,0.030175015087507542,3.500741011998417
A089,A089_3,3,Common,-0.28256452,0.1962873223365104,56.0,11.43,79.34,0.012447099825740602,4.386267628931136
A089,A089_4,4,Common,-0.5580171,0.1962873223365104,56.0,11.43,146.96,0.006758583400919167,4.996941966964253
A090,A090_1,1,Common,-0.20894425,0.1962873223365104,61.0,16.43,1.0,0.5,0.6931471805599453
A090,A090_2,2,Common,0.027675819,0.1962873223365104,61.0,16.43,23.54,0.040749796251018745,3.2003044392827653
A090,A090_3,3,Common,-1.7316093,0.1962873223365104,61.0,16.43,95.42,0.01037129226301597,4.568713648977476
A090,A090_4,4,Common,-0.28820184,0.1962873223365104,61.0,16.43,144.07,0.006893223960846488,4.977216384550811
A091,A091_1,1,Common,0.3393673,0.1962873223365104,63.0,18.43,1.0,0.5,0.6931471805599453
A091,A091_2,2,Common,0.5239488,0.1962873223365104,63.0,18.43,22.2,0.04310344827586207,3.1441522786722644
A091,A091_3,3,Common,-1.0404031,0.1962873223365104,63.0,18.43,73.64,0.01339764201500536,4.312676556539088
A091,A091_4,4,Common,-0.8533299,0.1962873223365104,63.0,18.43,142.61,0.006963303391128751,4.9671012920725275
A092,A092_1,1,Common,-0.16856669,0.1962873223365104,60.0,15.43,1.0,0.5,0.6931471805599453
A092,A092_2,2,Common,-1.4215541,0.1962873223365104,60.0,15.43,22.83,0.04196391103650861,3.170945291110651
A092,A092_3,3,Common,-1.2575935,0.1962873223365104,60.0,15.43,71.31,0.013829345871940256,4.28096243218686
A092,A092_4,4,Common,-0.93595916,0.1962873223365104,60.0,15.43,146.16,0.0067953248165262305,4.991520430236574
A093,A093_1,1,Common,0.9076474,0.1962873223365104,64.0,19.43,1.0,0.5,0.6931471805599453
A093,A093_2,2,Common,1.034495,0.1962873223365104,64.0,19.43,22.09,0.043308791684711995,3.139399623366404
A093,A093_3,3,Common,-0.40955505,0.1962873223365104,64.0,19.43,70.22,0.014040999719180006,4.265773677849632
A093,A093_4,4,Common,0.45432508,0.1962873223365104,64.0,19.43,140.95,0.007044734061289187,4.95547488291898
A094,A094_1,1,Common,-0.50477767,0.1962873223365104,60.0,15.43,1.0,0.5,0.6931471805599453
A094,A094_2,2,Common,0.18280746,0.1962873223365104,60.0,15.43,22.98,0.041701417848206836,3.177220149599368
A094,A094_3,3,Common,-1.3660945,0.1962873223365104,60.0,15.43,76.21,0.012951690195570523,4.3465289823207245
A094,A094_4,4,Common,-1.0502908,0.1962873223365104,60.0,15.43,149.99,0.006622955162593549,5.017213609456379
A095,A095_1,1,Common,1.4516914,0.1962873223365104,61.0,16.43,1.0,0.5,0.6931471805599453
A095,A095_2,2,Common,0.27010867,0.1962873223365104,61.0,16.43,29.71,0.0325626831650928,3.424588334452731
A095,A095_3,3,Common,0.15615472,0.1962873223365104,61.0,16.43,78.76,0.012537612838515545,4.379022125653583
A095,A095_4,4,Common,-0.3831034,0.1962873223365104,61.0,16.43,148.79,0.006676013084985647,5.009234313180627
A096,A096_1,1,Common,-0.035375316,0.1962873223365104,60.0,15.43,1.0,0.5,0.6931471805599453
A096,A096_2,2,Common,-0.36524564,0.1962873223365104,60.0,15.43,24.49,0.03923107100823853,3.238286218388024
A096,A096_3,3,Common,-1.8691895,0.1962873223365104,60.0,15.43,71.19,0.013852334118298934,4.279301532151069
A096,A096_4,4,Common,-1.9366536,0.1962873223365104,60.0,15.43,143.66,0.006912760956726116,4.974386161421135
A097,A097_1,1,Common,0.16170047,0.1962873223365104,64.0,19.43,1.0,0.5,0.6931471805599453
A097,A097_2,2,Common,-0.33125505,0.1962873223365104,64.0,19.43,24.37,0.039416633819471816,3.2335673736111907
A097,A097_3,3,Common,0.5222428,0.1962873223365104,64.0,19.43,70.83,0.013921759710427398,4.27430221608671
A097,A097_4,4,Common,0.06591846,0.1962873223365104,64.0,19.43,144.85,0.006856359273225917,4.98257869631373
A098,A098_1,1,Common,-0.115731314,0.1962873223365104,60.0,15.43,1.0,0.5,0.6931471805599453
A098,A098_2,2,Common,0.3379284,0.1962873223365104,60.0,15.43,25.77,0.03735524841240194,3.2872818575322613
A098,A098_3,3,Common,0.88451827,0.1962873223365104,60.0,15.43,78.84,0.0125250501002004,4.380024632003209
A098,A098_4,4,Common,-0.7708392,0.1962873223365104,60.0,15.43,146.29,0.006789327177676692,4.992403432501452
A099,A099_1,1,Common,-0.055051994,0.1962873223365104,63.0,18.43,1.0,0.5,0.6931471805599453
A099,A099_2,2,Common,0.69390166,0.1962873223365104,63.0,18.43,28.75,0.03361344537815126,3.392829131991639
A099,A099_3,3,Common,0.45280594,0.1962873223365104,63.0,18.43,78.57,0.012567550584391103,4.3766371373894435
A099,A099_4,4,Common,0.5266211,0.1962873223365104,63.0,18.43,143.51,0.0069199363365857035,4.973348709310239
A100,A100_1,1,Common,0.57920873,0.1962873223365104,66.0,21.43,1.0,0.5,0.6931471805599453
A100,A100_2,2,Common,1.6019025,0.1962873223365104,66.0,21.43,31.14,0.031113876789047916,3.4701013603093664
A100,A100_3,3,Common,-0.6404879,0.1962873223365104,66.0,21.43,75.34,0.013099292638197537,4.3351970473170836
A100,A100_4,4,Common,0.20585074,0.1962873223365104,66.0,21.43,146.8,0.006765899864682002,4.995860008514102
A101,A101_1,1,Common,-0.68739074,0.1962873223365104,69.0,24.43,1.0,0.5,0.6931471805599453
A101,A101_2,2,Common,-0.8576899,0.1962873223365104,69.0,24.43,29.12,0.033200531208499334,3.405189402931693
A101,A101_3,3,Common,-1.2362001,0.1962873223365104,69.0,24.43,75.21,0.013121637580370032,4.333492687678026
A101,A101_4,4,Common,-0.65415436,0.1962873223365104,69.0,24.43,150.22,0.006612881893929374,5.018735730130124
A102,A102_1,1,Common,-0.7212032,0.1962873223365104,68.0,23.43,1.0,0.5,0.6931471805599453
A102,A102_2,2,Common,0.753909,0.1962873223365104,68.0,23.43,29.13,0.03318951211417192,3.40552135314221
A102,A102_3,3,Common,-1.0468884,0.1962873223365104,68.0,23.43,75.27,0.01311131506490101,4.3342796761761475
A102,A102_4,4,Common,-0.22491981,0.1962873223365104,68.0,23.43,150.41,0.006604583581005218,5.019991389020281
A103,A103_1,1,Common,1.0644679,0.1962873223365104,68.0,23.43,1.0,0.5,0.6931471805599453
A103,A103_2,2,Common,-1.095788,0.1962873223365104,68.0,23.43,27.26,0.035385704175513094,3.3414473772563813
A103,A103_3,3,Common,-1.6128502,0.1962873223365104,68.0,23.43,80.24,0.012309207287050714,4.397407736712184
A103,A103_4,4,Common,-0.07195855,0.1962873223365104,68.0,23.43,149.72,0.006634819532908705,5.015423810828053
A104,A104_1,1,Common,2.1952074,0.1962873223365104,66.0,21.43,1.0,0.5,0.6931471805599453
A104,A104_2,2,Common,0.42920163,0.1962873223365104,66.0,21.43,22.6,0.0423728813559322,3.1612467120315646
A104,A104_3,3,Common,-0.43959793,0.1962873223365104,66.0,21.43,72.62,0.013583265417006248,4.298916727950875
A104,A104_4,4,Common,-0.8763166,0.1962873223365104,66.0,21.43,145.78,0.006812917291184085,4.9889348671169165
A105,A105_1,1,Common,0.44473863,0.1962873223365104,68.0,23.43,1.0,0.5,0.6931471805599453
A105,A105_2,2,Common,0.78645724,0.1962873223365104,68.0,23.43,22.77,0.04206983592763988,3.1684242813721024
A105,A105_3,3,Common,-0.6449184,0.1962873223365104,68.0,23.43,69.46,0.01419244961680386,4.255045172913092
A105,A105_4,4,Common,-0.025722215,0.1962873223365104,68.0,23.43,146.2,0.006793478260869566,4.991792206294776
A106,A106_1,1,Common,0.96928626,0.1962873223365104,66.0,21.43,1.0,0.5,0.6931471805599453
A106,A106_2,2,Common,0.28924912,0.1962873223365104,66.0,21.43,22.64,0.04230118443316413,3.1629401925378975
A106,A106_3,3,Common,0.18992153,0.1962873223365104,66.0,21.43,66.08,0.01490757304710793,4.205885936955008
A106,A106_4,4,Common,0.8632189,0.1962873223365104,66.0,21.43,147.13,0.006750826976304598,4.998090266593961
A107,A107_1,1,Common,-0.6073473,0.1962873223365104,70.0,25.43,1.0,0.5,0.6931471805599453
A107,A107_2,2,Common,-1.3971989,0.1962873223365104,70.0,25.43,26.22,0.036737692872887584,3.30395199722332
A107,A107_3,3,Common,-0.32358083,0.1962873223365104,70.0,25.43,71.45,0.013802622498274672,4.282896668766692
A107,A107_4,4,Common,-0.6526746,0.1962873223365104,70.0,25.43,145.95,0.006805035726437565,4.990092392864926
A108,A108_1,1,Common,-1.000375,0.1962873223365104,69.0,24.43,1.0,0.5,0.6931471805599453
A108,A108_2,2,Common,-0.10793777,0.1962873223365104,69.0,24.43,27.61,0.03495281370150297,3.3537563070620187
A108,A108_3,3,Common,0.21636847,0.1962873223365104,69.0,24.43,68.96,0.014293882218410521,4.247923650150401
A108,A108_4,4,Common,-1.3989251,0.1962873223365104,69.0,24.43,152.12,0.006530825496342737,5.031221927704644
A109,A109_1,1,Common,-0.3117028,0.1962873223365104,68.0,23.43,1.0,0.5,0.6931471805599453
A109,A109_2,2,Common,-1.0503262,0.1962873223365104,68.0,23.43,24.65,0.038986354775828465,3.2445435716167785
A109,A109_3,3,Common,0.14444596,0.1962873223365104,68.0,23.43,71.17,0.013856172925038103,4.279024447084182
A109,A109_4,4,Common,-1.5979277,0.1962873223365104,68.0,23.43,149.87,0.006628222973420825,5.016418538851983
A010,A010_1,1,Congruent,2.3352752,0.2061241640685505,22.0,-22.57,1.0,0.5,0.6931471805599453
A010,A010_2,2,Congruent,0.42396438,0.2061241640685505,22.0,-22.57,21.9,0.04366812227074236,3.131136910560194
A010,A010_3,3,Congruent,-0.40273643,0.2061241640685505,22.0,-22.57,80.88,0.012212994626282366,4.405254760793088
A010,A010_4,4,Congruent,0.304145,0.2061241640685505,22.0,-22.57,145.31,0.00683480281593876,4.985727658390071
A011,A011_1,1,Congruent,0.73472494,0.2061241640685505,21.0,-23.57,1.0,0.5,0.6931471805599453
A011,A011_2,2,Congruent,-0.6467364,0.2061241640685505,21.0,-23.57,24.57,0.03910833007430583,3.2414197893030954
A011,A011_3,3,Congruent,0.063042305,0.2061241640685505,21.0,-23.57,72.55,0.013596193065941536,4.297965447047447
A011,A011_4,4,Congruent,-0.5131098,0.2061241640685505,21.0,-23.57,148.85,0.0066733400066733405,5.009634793762673
A012,A012_1,1,Congruent,0.5804523,0.2061241640685505,21.0,-23.57,1.0,0.5,0.6931471805599453
A012,A012_2,2,Congruent,-0.22893,0.2061241640685505,21.0,-23.57,25.6,0.03759398496240601,3.2809112157876537
A012,A012_3,3,Congruent,-0.01893545,0.2061241640685505,21.0,-23.57,166.33,0.005976214665630789,5.119967910506483
A012,A012_4,4,Congruent,-1.0322822,0.2061241640685505,21.0,-23.57,166.87,0.005956990528385059,5.123189870334323
A013,A013_1,1,Congruent,0.5701073,0.2061241640685505,22.0,-22.57,1.0,0.5,0.6931471805599453
A013,A013_2,2,Congruent,-1.0367917,0.2061241640685505,22.0,-22.57,24.77,0.038804811796662786,3.2492110246642736
A013,A013_3,3,Congruent,1.4323087,0.2061241640685505,22.0,-22.57,79.66,0.012397718819737169,4.390242789445222
A013,A013_4,4,Congruent,-1.1159241,0.2061241640685505,22.0,-22.57,147.13,0.006750826976304598,4.998090266593961
A014,A014_1,1,Congruent,0.53654695,0.2061241640685505,22.0,-22.57,1.0,0.5,0.6931471805599453
A014,A014_2,2,Congruent,-0.2694951,0.2061241640685505,22.0,-22.57,25.66,0.037509377344336084,3.2831643147505627
A014,A014_3,3,Congruent,0.38656035,0.2061241640685505,22.0,-22.57,70.56,0.01397428731134712,4.270536258640519
A014,A014_4,4,Congruent,-0.7313914,0.2061241640685505,22.0,-22.57,148.87,0.006672449456195369,5.009768251656904
A015,A015_1,1,Congruent,1.073113,0.2061241640685505,23.0,-21.57,1.0,0.5,0.6931471805599453
A015,A015_2,2,Congruent,1.3152177,0.2061241640685505,23.0,-21.57,23.69,0.04050222762251924,3.206398303357088
A015,A015_3,3,Congruent,1.4822278,0.2061241640685505,23.0,-21.57,70.59,0.013968431345159939,4.270955399408094
A015,A015_4,4,Congruent,-0.32867005,0.2061241640685505,23.0,-21.57,146.54,0.0067778229632641995,4.9940993254561565
A016,A016_1,1,Congruent,1.291089,0.2061241640685505,21.0,-23.57,1.0,0.5,0.6931471805599453
A016,A016_2,2,Congruent,1.5499188,0.2061241640685505,21.0,-23.57,32.85,0.029542097488921712,3.521938999358284
A016,A016_3,3,Congruent,-1.2432284,0.2061241640685505,21.0,-23.57,80.64,0.01224889759921607,4.402319337941644
A016,A016_4,4,Congruent,-1.4394764,0.2061241640685505,21.0,-23.57,150.8,0.006587615283267457,5.02256386496153
A017,A017_1,1,Congruent,-0.758377,0.2061241640685505,24.0,-20.57,1.0,0.5,0.6931471805599453
A017,A017_2,2,Congruent,0.2569686,0.2061241640685505,24.0,-20.57,20.61,0.04627487274409996,3.0731561705187946
A017,A017_3,3,Congruent,-0.52562934,0.2061241640685505,24.0,-20.57,61.28,0.016056518946692355,4.131640346965797
A017,A017_4,4,Congruent,0.04020235,0.2061241640685505,24.0,-20.57,140.49,0.007067637288854335,4.952229043207861
A018,A018_1,1,Congruent,1.5102456,0.2061241640685505,23.0,-21.57,1.0,0.5,0.6931471805599453
A018,A018_2,2,Congruent,-0.21597247,0.2061241640685505,23.0,-21.57,34.03,0.02854695974878675,3.5562048372093953
A018,A018_3,3,Congruent,0.060849763,0.2061241640685505,23.0,-21.57,83.64,0.011814744801512287,4.438406968109989
A018,A018_4,4,Congruent,-0.17055476,0.2061241640685505,23.0,-21.57,150.87,0.00658457891617831,5.023024891742178
A019,A019_1,1,Congruent,-1.0139009,0.2061241640685505,20.0,-24.57,1.0,0.5,0.6931471805599453
A019,A019_2,2,Congruent,-0.52953434,0.2061241640685505,20.0,-24.57,28.69,0.03368137420006736,3.3908102887756684
A019,A019_3,3,Congruent,-0.8048507,0.2061241640685505,20.0,-24.57,83.68,0.011809163911195086,4.4388794462666645
A019,A019_4,4,Congruent,-1.1073892,0.2061241640685505,20.0,-24.57,154.76,0.006420133538777607,5.048316361063944
A020,A020_1,1,Congruent,0.5093016,0.2061241640685505,26.0,-18.57,1.0,0.5,0.6931471805599453
A020,A020_2,2,Congruent,-0.5068383,0.2061241640685505,26.0,-18.57,26.85,0.03590664272890485,3.326832966373293
A020,A020_3,3,Congruent,-1.5806824,0.2061241640685505,26.0,-18.57,78.25,0.012618296529968454,4.37260741275739
A020,A020_4,4,Congruent,-2.0976696,0.2061241640685505,26.0,-18.57,145.78,0.006812917291184085,4.9889348671169165
A021,A021_1,1,Congruent,2.0377793,0.2061241640685505,28.0,-16.57,1.0,0.5,0.6931471805599453
A021,A021_2,2,Congruent,0.26171365,0.2061241640685505,28.0,-16.57,30.21,0.03204101249599487,3.440738556282688
A021,A021_3,3,Congruent,-0.1410835,0.2061241640685505,28.0,-16.57,74.19,0.013299640909695438,4.320018243389936
A021,A021_4,4,Congruent,0.18201117,0.2061241640685505,28.0,-16.57,140.39,0.007072635971426551,4.951522029603749
A022,A022_1,1,Congruent,0.49725094,0.2061241640685505,28.0,-16.57,1.0,0.5,0.6931471805599453
A022,A022_2,2,Congruent,0.19156887,0.2061241640685505,28.0,-16.57,24.15,0.039761431411530816,3.224857896545748
A022,A022_3,3,Congruent,1.4768845,0.2061241640685505,28.0,-16.57,74.46,0.0132520540683806,4.323602714536165
A022,A022_4,4,Congruent,0.73934454,0.2061241640685505,28.0,-16.57,141.71,0.007007217433956975,4.9608145991123
A023,A023_1,1,Congruent,-0.6562507,0.2061241640685505,26.0,-18.57,1.0,0.5,0.6931471805599453
A023,A023_2,2,Congruent,-0.058118515,0.2061241640685505,26.0,-18.57,25.63,0.03755163349605708,3.282038399825841
A023,A023_3,3,Congruent,0.4286228,0.2061241640685505,26.0,-18.57,72.2,0.01366120218579235,4.293195420967266
A023,A023_4,4,Congruent,0.59801745,0.2061241640685505,26.0,-18.57,145.07,0.006846032724036421,4.984085958862719
A024,A024_1,1,Congruent,0.45857278,0.2061241640685505,29.0,-15.57,1.0,0.5,0.6931471805599453
A024,A024_2,2,Congruent,0.1918723,0.2061241640685505,29.0,-15.57,29.57,0.03271180896303565,3.420019135902743
A024,A024_3,3,Congruent,0.4113518,0.2061241640685505,29.0,-15.57,91.47,0.010814318157240186,4.526884267589547
A024,A024_4,4,Congruent,-1.0682684,0.2061241640685505,29.0,-15.57,145.65,0.006818956699624957,4.9880487954234605
A025,A025_1,1,Congruent,0.78151184,0.2061241640685505,26.0,-18.57,1.0,0.5,0.6931471805599453
A025,A025_2,2,Congruent,1.5787265,0.2061241640685505,26.0,-18.57,23.33,0.04110152075626799,3.1917101567954314
A025,A025_3,3,Congruent,0.42811912,0.2061241640685505,26.0,-18.57,72.94,0.01352447930754666,4.303253953508486
A025,A025_4,4,Congruent,-0.46808136,0.2061241640685505,26.0,-18.57,137.74,0.00720772668300418,4.932601677957155
A026,A026_1,1,Congruent,0.8863477,0.2061241640685505,29.0,-15.57,1.0,0.5,0.6931471805599453
A026,A026_2,2,Congruent,0.90089154,0.2061241640685505,29.0,-15.57,26.48,0.036390101892285295,3.3134584673541485
A026,A026_3,3,Congruent,0.34505966,0.2061241640685505,29.0,-15.57,75.46,0.013078733978550878,4.336767728268267
A026,A026_4,4,Congruent,0.16592842,0.2061241640685505,29.0,-15.57,147.65,0.006727211570803902,5.001594549444107
A027,A027_1,1,Congruent,-0.20171066,0.2061241640685505,28.0,-16.57,1.0,0.5,0.6931471805599453
A027,A027_2,2,Congruent,1.3977581,0.2061241640685505,28.0,-16.57,28.26,0.034176349965823645,3.3762213955919784
A027,A027_3,3,Congruent,-1.3093231,0.2061241640685505,28.0,-16.57,74.58,0.013231013495633766,4.325191697921343
A027,A027_4,4,Congruent,-0.176613,0.2061241640685505,28.0,-16.57,145.92,0.006806425265450586,4.989888220951467
A028,A028_1,1,Congruent,1.7031448,0.2061241640685505,26.0,-18.57,1.0,0.5,0.6931471805599453
A028,A028_2,2,Congruent,-1.2437313,0.2061241640685505,26.0,-18.57,22.82,0.041981528127623846,3.170525563927154
A028,A028_3,3,Congruent,0.33955434,0.2061241640685505,26.0,-18.57,72.26,0.01365001365001365,4.294014757350668
A028,A028_4,4,Congruent,-0.26649505,0.2061241640685505,26.0,-18.57,138.91,0.007147451933385748,4.940999358745194
